Xpos,Ypos,m_z,mobility,inten,msFWHM,mobilityFWHM
0.0000,0.0000,325.2905,63.960,1605,0.017276,5.677
0.0000,0.0000,223.8036,23.770,1929,0.015369,2.253
0.0000,0.0000,297.1593,60.130,2135,0.018663,3.529
0.0000,0.0000,327.1881,63.456,2223,0.020423,6.757
0.0000,0.0000,248.0851,37.083,2285,0.014582,1.892
0.0000,0.0000,337.2077,63.292,2532,0.021975,2.767
0.0000,0.0000,340.2084,66.565,2554,0.021453,4.153
0.0000,0.0000,340.2081,72.065,2737,0.017871,3.509
0.0000,0.0000,312.1781,61.094,2949,0.016393,3.090
0.0000,0.0000,326.1923,64.326,6300,0.018094,3.844
0.0000,0.0000,293.1853,56.777,7432,0.01759,2.219
0.0000,0.0000,339.2064,66.530,10725,0.017442,3.774
0.0000,0.0000,339.2073,72.013,11145,0.016938,3.607
0.0000,0.0000,311.1738,61.972,15857,0.015201,5.384
0.0000,0.0000,325.1908,64.145,37830,0.01648,6.438
0.0000,0.0000,383.1470,77.009,408,0.020861,3.952
0.0000,0.0000,473.1806,80.585,435,0.030931,3.399
0.0000,0.0000,325.4062,68.901,437,0.014981,2.800
0.0000,0.0000,248.5881,37.389,460,0.021231,2.106
0.0000,0.0000,473.2904,95.755,471,0.023765,4.131
0.0000,0.0000,307.2005,59.714,483,0.021156,2.530
0.0000,0.0000,337.1886,69.694,496,0.018785,2.509
0.0000,0.0000,405.2766,76.323,532,0.021255,3.927
0.0000,0.0000,397.2311,71.974,566,0.02841,3.412
0.0000,0.0000,474.1812,81.201,597,0.024749,1.979
0.0000,0.0000,393.1792,78.592,613,0.022111,4.406
0.0000,0.0000,309.1778,58.608,622,0.021089,2.582
0.0000,0.0000,311.2725,62.271,624,0.013798,3.632
0.0000,0.0000,241.0776,36.462,650,0.016533,2.187
0.0000,0.0000,327.1925,70.376,725,0.026204,3.590
0.0000,0.0000,338.2137,63.244,757,0.018574,2.821
0.0000,0.0000,325.2928,68.954,812,0.016157,3.097
0.0000,0.0000,225.8009,24.047,819,0.012211,2.188
0.0000,0.0000,341.2103,68.290,866,0.027167,2.702
0.0000,0.0000,294.1865,57.224,898,0.020046,2.593
0.0000,0.0000,221.8031,24.158,995,0.016609,1.913
0.0000,0.0000,313.1718,62.266,1055,0.020093,4.763
0.0000,0.0000,325.4059,63.939,1251,0.014609,3.493
0.0000,0.0000,241.2227,51.592,1260,0.018407,2.724
0.0000,0.0000,265.1514,52.846,1390,0.019641,2.327
0.0000,0.0000,381.2353,71.010,1414,0.021714,2.722
0.0000,0.0000,223.8014,24.006,1478,0.013169,2.181
0.0000,0.0000,325.2913,63.814,2017,0.016155,3.453
0.0000,0.0000,248.0833,37.611,2092,0.01562,2.191
0.0000,0.0000,340.2096,66.423,2138,0.016371,3.568
0.0000,0.0000,297.1557,60.748,2365,0.018433,3.131
0.0000,0.0000,340.2089,70.517,2370,0.018992,4.195
0.0000,0.0000,337.2094,63.453,2628,0.020176,2.530
0.0000,0.0000,327.1902,63.825,3046,0.021511,3.004
0.0000,0.0000,326.1922,69.332,3184,0.01829,3.560
0.0000,0.0000,312.1780,62.994,3320,0.016866,3.267
0.0000,0.0000,293.1852,56.986,9101,0.016363,2.319
0.0000,0.0000,326.1934,63.761,9165,0.017682,3.150
0.0000,0.0000,339.2041,66.823,9733,0.017668,3.810
0.0000,0.0000,339.2065,71.479,12723,0.017917,4.404
0.0000,0.0000,311.1733,62.273,20918,0.014705,4.906
0.0000,0.0000,325.1908,68.917,23201,0.017101,3.544
0.0000,0.0000,325.1916,63.923,48173,0.016173,3.652
0.0000,0.0000,337.1869,69.153,245,0.018058,2.207
0.0000,0.0000,393.1856,78.311,325,0.019066,1.522
0.0000,0.0000,339.3100,72.429,433,0.015402,3.257
0.0000,0.0000,473.2932,96.337,453,0.027329,3.006
0.0000,0.0000,295.1826,56.430,461,0.027658,3.036
0.0000,0.0000,213.0144,31.293,464,0.015462,1.760
0.0000,0.0000,383.1513,76.685,472,0.022488,3.355
0.0000,0.0000,325.4070,68.503,604,0.01479,3.652
0.0000,0.0000,473.1770,81.049,612,0.029135,3.866
0.0000,0.0000,312.7369,33.957,622,0.020744,2.062
0.0000,0.0000,425.2665,77.374,664,0.023398,2.674
0.0000,0.0000,328.1925,64.666,669,0.018777,2.750
0.0000,0.0000,397.2280,72.698,671,0.022533,2.465
0.0000,0.0000,225.7970,24.451,698,0.017531,2.184
0.0000,0.0000,241.0756,36.894,733,0.017964,2.153
0.0000,0.0000,311.2741,62.094,738,0.014129,2.743
0.0000,0.0000,341.2079,72.833,744,0.02445,2.646
0.0000,0.0000,353.2078,65.707,750,0.022122,2.693
0.0000,0.0000,241.2220,51.796,806,0.01607,2.007
0.0000,0.0000,338.2171,63.370,856,0.015543,2.451
0.0000,0.0000,309.1832,58.673,867,0.019376,2.632
0.0000,0.0000,313.1727,61.759,937,0.026671,2.693
0.0000,0.0000,221.8031,24.344,1010,0.014579,2.163
0.0000,0.0000,325.2929,68.653,1076,0.017024,3.490
0.0000,0.0000,341.2033,67.300,1096,0.025687,3.645
0.0000,0.0000,381.2350,70.825,1169,0.022489,2.839
0.0000,0.0000,325.4068,64.332,1272,0.014718,6.078
0.0000,0.0000,294.1871,57.232,1475,0.01757,2.335
0.0000,0.0000,223.8003,24.169,1680,0.0148,2.063
0.0000,0.0000,327.1955,64.219,1722,0.021583,2.748
0.0000,0.0000,555.2712,90.354,1788,0.021705,2.517
0.0000,0.0000,265.1545,53.224,1933,0.017213,2.488
0.0000,0.0000,325.2921,64.263,1950,0.016412,3.899
0.0000,0.0000,248.0851,37.385,2098,0.013931,2.486
0.0000,0.0000,327.1876,67.232,2402,0.02144,3.845
0.0000,0.0000,340.2091,68.078,2523,0.018256,3.790
0.0000,0.0000,340.2101,71.671,2698,0.017736,3.743
0.0000,0.0000,297.1595,60.891,2989,0.01813,3.208
0.0000,0.0000,337.2131,63.896,3208,0.020289,2.557
0.0000,0.0000,312.1772,61.966,3529,0.018297,3.507
0.0000,0.0000,326.1941,69.021,4973,0.018063,3.299
0.0000,0.0000,554.2727,90.509,6731,0.021329,3.604
0.0000,0.0000,293.1828,57.219,9073,0.017599,2.502
0.0000,0.0000,326.1938,64.128,10169,0.017811,3.773
0.0000,0.0000,339.2055,67.340,12503,0.016689,3.642
0.0000,0.0000,339.2064,72.207,15298,0.016578,4.501
0.0000,0.0000,311.1749,62.099,21757,0.014858,5.392
0.0000,0.0000,325.1917,68.283,33700,0.016051,3.796
0.0000,0.0000,325.1918,64.237,46598,0.015995,6.634
0.0000,0.0000,341.2108,71.738,375,0.029434,3.198
0.0000,0.0000,383.1507,79.011,406,0.020027,2.466
0.0000,0.0000,339.3081,70.877,433,0.018067,3.440
0.0000,0.0000,425.2670,78.025,506,0.030861,3.231
0.0000,0.0000,311.2726,61.390,516,0.01459,4.582
0.0000,0.0000,241.0770,36.243,526,0.017344,2.987
0.0000,0.0000,298.1588,59.404,637,0.0157,2.638
0.0000,0.0000,221.8068,23.517,671,0.013313,2.199
0.0000,0.0000,473.2916,96.082,673,0.020347,3.509
0.0000,0.0000,338.2104,63.621,706,0.02049,3.373
0.0000,0.0000,473.1791,80.613,713,0.028048,3.032
0.0000,0.0000,382.2410,70.596,723,0.020743,2.595
0.0000,0.0000,313.1824,65.205,724,0.026367,2.768
0.0000,0.0000,328.1885,62.830,768,0.017798,4.132
0.0000,0.0000,341.2069,65.866,802,0.021993,3.017
0.0000,0.0000,393.1776,77.192,918,0.019966,2.570
0.0000,0.0000,307.1994,58.974,922,0.02014,2.748
0.0000,0.0000,294.1885,56.914,1045,0.019237,1.942
0.0000,0.0000,248.5832,36.857,1074,0.017927,1.900
0.0000,0.0000,353.2094,64.584,1103,0.020689,2.742
0.0000,0.0000,313.1739,60.897,1250,0.021328,3.031
0.0000,0.0000,309.1795,57.915,1286,0.019935,2.522
0.0000,0.0000,223.8025,23.689,1315,0.01532,2.048
0.0000,0.0000,265.1541,52.347,1673,0.017124,2.202
0.0000,0.0000,325.4060,63.945,1699,0.015146,3.179
0.0000,0.0000,248.0798,36.867,2109,0.022675,1.912
0.0000,0.0000,297.1593,59.227,2361,0.01904,2.777
0.0000,0.0000,325.2913,63.839,2533,0.016854,3.455
0.0000,0.0000,381.2367,70.343,2598,0.019238,2.478
0.0000,0.0000,312.1766,63.039,2801,0.019586,5.189
0.0000,0.0000,327.1892,63.946,2970,0.022732,6.371
0.0000,0.0000,340.2118,71.634,3136,0.019747,3.508
0.0000,0.0000,340.2090,66.116,3564,0.016627,3.605
0.0000,0.0000,326.1933,68.975,3586,0.018435,3.423
0.0000,0.0000,337.2127,63.175,3629,0.019585,2.525
0.0000,0.0000,293.1845,56.625,9032,0.016938,2.668
0.0000,0.0000,326.1938,63.915,10569,0.01793,3.633
0.0000,0.0000,339.2073,66.093,13396,0.018043,3.721
0.0000,0.0000,339.2054,71.434,16135,0.017069,4.064
0.0000,0.0000,311.1738,61.909,17687,0.014975,5.567
0.0000,0.0000,325.1915,63.906,59161,0.015671,3.786
0.0000,0.0000,393.1809,75.510,383,0.027611,2.054
0.0000,0.0000,523.3352,97.941,394,0.038617,2.107
0.0000,0.0000,353.2138,65.799,405,0.032305,4.159
0.0000,0.0000,339.3047,71.013,407,0.019048,3.348
0.0000,0.0000,328.1897,63.917,452,0.021959,5.072
0.0000,0.0000,337.1922,68.687,462,0.0231,4.574
0.0000,0.0000,313.1727,65.561,553,0.022512,2.236
0.0000,0.0000,213.0213,31.328,558,0.014108,2.633
0.0000,0.0000,473.2913,96.441,562,0.022939,2.972
0.0000,0.0000,383.1416,75.082,563,0.023563,4.568
0.0000,0.0000,515.2278,89.136,575,0.024923,3.327
0.0000,0.0000,397.2327,72.696,690,0.018107,2.728
0.0000,0.0000,382.2366,70.076,695,0.021592,1.920
0.0000,0.0000,325.4044,67.531,701,0.015945,3.141
0.0000,0.0000,298.1620,59.851,705,0.020986,3.419
0.0000,0.0000,225.7999,23.943,711,0.015905,2.284
0.0000,0.0000,295.1853,57.034,746,0.018563,2.038
0.0000,0.0000,214.8367,23.542,768,0.015113,2.336
0.0000,0.0000,425.2608,77.718,775,0.021105,3.382
0.0000,0.0000,241.0754,36.645,864,0.013042,1.987
0.0000,0.0000,473.1746,81.363,882,0.026189,3.148
0.0000,0.0000,311.2738,61.539,896,0.014803,3.880
0.0000,0.0000,313.1749,61.108,946,0.019972,2.924
0.0000,0.0000,221.8043,23.974,988,0.014715,1.790
0.0000,0.0000,341.2042,72.185,1008,0.023152,3.724
0.0000,0.0000,341.2008,67.297,1026,0.022723,2.572
0.0000,0.0000,325.2903,67.963,1126,0.016915,3.289
0.0000,0.0000,381.2366,70.672,1227,0.025339,2.987
0.0000,0.0000,325.4081,63.724,1408,0.015712,3.215
0.0000,0.0000,294.1910,56.424,1458,0.018699,2.397
0.0000,0.0000,223.8032,23.828,1711,0.014505,1.843
0.0000,0.0000,265.1515,52.490,1726,0.022089,2.243
0.0000,0.0000,327.1910,67.879,1970,0.020704,3.415
0.0000,0.0000,248.0855,36.997,1997,0.017647,2.395
0.0000,0.0000,327.1899,63.694,2036,0.020727,2.929
0.0000,0.0000,325.2930,63.836,2162,0.016948,3.339
0.0000,0.0000,340.2082,72.058,2784,0.018472,4.290
0.0000,0.0000,297.1589,59.994,2795,0.01713,3.346
0.0000,0.0000,337.2107,62.996,3499,0.021305,2.874
0.0000,0.0000,340.2098,66.406,3642,0.016472,3.154
0.0000,0.0000,312.1763,61.952,3831,0.018535,5.379
0.0000,0.0000,326.1947,64.022,8858,0.018211,2.969
0.0000,0.0000,293.1856,56.767,11392,0.016109,2.469
0.0000,0.0000,339.2045,71.417,13223,0.017816,2.740
0.0000,0.0000,339.2060,66.797,14160,0.017778,3.401
0.0000,0.0000,311.1744,61.635,23653,0.016207,5.197
0.0000,0.0000,325.1892,67.993,32484,0.01722,4.006
0.0000,0.0000,325.1929,63.906,49703,0.016496,3.965
0.0000,0.0000,473.2822,94.829,383,0.033547,3.267
0.0000,0.0000,339.3092,67.038,431,0.017036,3.590
0.0000,0.0000,383.1528,77.115,462,0.023879,4.018
0.0000,0.0000,339.3123,71.534,486,0.016252,3.210
0.0000,0.0000,307.2001,59.264,527,0.019592,3.025
0.0000,0.0000,309.1776,58.057,551,0.022278,2.587
0.0000,0.0000,295.1835,56.857,570,0.022257,2.449
0.0000,0.0000,298.1651,61.066,606,0.023985,2.899
0.0000,0.0000,325.6862,64.284,614,0.015919,3.151
0.0000,0.0000,328.1892,64.362,622,0.018928,2.119
0.0000,0.0000,325.4060,68.789,651,0.014462,3.087
0.0000,0.0000,338.2111,63.540,657,0.02012,2.762
0.0000,0.0000,473.1799,81.671,711,0.026828,3.445
0.0000,0.0000,353.2054,64.498,740,0.022896,2.907
0.0000,0.0000,393.1773,78.293,790,0.022177,3.502
0.0000,0.0000,341.2065,65.928,832,0.025644,3.810
0.0000,0.0000,382.2435,70.670,832,0.018811,2.648
0.0000,0.0000,425.2645,77.715,859,0.024298,2.608
0.0000,0.0000,313.1715,62.279,881,0.02048,2.688
0.0000,0.0000,311.2738,62.093,920,0.015135,4.224
0.0000,0.0000,325.2921,68.821,984,0.016997,3.296
0.0000,0.0000,241.0754,36.579,1108,0.013216,2.473
0.0000,0.0000,341.2100,70.987,1169,0.026286,2.993
0.0000,0.0000,225.8024,24.016,1172,0.013553,2.138
0.0000,0.0000,223.8047,24.081,1571,0.015687,1.881
0.0000,0.0000,327.1888,68.938,1597,0.022728,3.617
0.0000,0.0000,294.1860,57.033,1766,0.017094,2.185
0.0000,0.0000,325.4075,64.064,1933,0.014887,3.435
0.0000,0.0000,248.0844,37.653,2135,0.015553,2.378
0.0000,0.0000,265.1517,52.613,2247,0.016172,2.601
0.0000,0.0000,381.2395,70.681,2294,0.025741,2.600
0.0000,0.0000,325.2915,64.109,3042,0.017065,4.346
0.0000,0.0000,297.1600,60.430,3314,0.015653,3.731
0.0000,0.0000,340.2091,71.728,3537,0.019266,3.881
0.0000,0.0000,327.1906,63.642,4015,0.020716,3.096
0.0000,0.0000,312.1779,62.231,4283,0.018116,2.903
0.0000,0.0000,337.2108,63.606,4489,0.017829,2.591
0.0000,0.0000,326.1939,68.854,5517,0.017913,3.383
0.0000,0.0000,326.1955,63.943,11391,0.016941,3.426
0.0000,0.0000,293.1847,57.003,14152,0.016785,2.404
0.0000,0.0000,339.2067,66.886,16425,0.01573,3.903
0.0000,0.0000,339.2075,71.612,18353,0.015363,3.798
0.0000,0.0000,311.1742,62.261,26575,0.016397,4.840
0.0000,0.0000,325.1906,68.732,30017,0.016216,3.655
0.0000,0.0000,325.1924,64.021,65781,0.015306,6.606
0.0000,0.0000,313.1692,65.951,399,0.029483,2.814
0.0000,0.0000,339.3077,72.643,423,0.016936,2.325
0.0000,0.0000,337.1871,70.186,443,0.026512,2.045
0.0000,0.0000,523.3402,97.282,455,0.028269,2.702
0.0000,0.0000,393.1776,81.097,459,0.019156,2.843
0.0000,0.0000,397.2349,72.289,557,0.025222,2.386
0.0000,0.0000,309.1760,58.444,598,0.021659,3.121
0.0000,0.0000,339.3108,67.298,646,0.017245,4.018
0.0000,0.0000,328.1917,68.109,654,0.019079,4.011
0.0000,0.0000,214.8362,24.062,703,0.015207,1.909
0.0000,0.0000,298.1631,60.785,710,0.016948,2.623
0.0000,0.0000,473.1771,81.391,728,0.017444,2.441
0.0000,0.0000,294.1887,57.621,745,0.020088,3.282
0.0000,0.0000,311.2730,61.888,759,0.014971,2.704
0.0000,0.0000,221.8061,24.225,767,0.017158,2.033
0.0000,0.0000,425.2641,77.765,769,0.021785,3.587
0.0000,0.0000,307.2009,59.795,808,0.020023,2.440
0.0000,0.0000,341.2040,71.951,979,0.023148,2.931
0.0000,0.0000,241.0731,36.871,1037,0.014734,1.880
0.0000,0.0000,225.7979,24.087,1094,0.015814,1.842
0.0000,0.0000,353.2075,65.666,1137,0.026835,2.343
0.0000,0.0000,341.2038,67.102,1151,0.019623,3.633
0.0000,0.0000,325.4071,65.302,1340,0.014954,6.000
0.0000,0.0000,313.1773,60.980,1491,0.018762,2.342
0.0000,0.0000,223.8014,24.136,1515,0.015442,1.995
0.0000,0.0000,381.2382,71.211,1665,0.019752,3.540
0.0000,0.0000,325.2918,65.198,1981,0.016625,3.278
0.0000,0.0000,265.1496,52.701,2125,0.017514,2.132
0.0000,0.0000,327.1918,64.479,2448,0.019665,3.309
0.0000,0.0000,327.1923,65.886,2495,0.020302,3.309
0.0000,0.0000,248.0854,37.636,2510,0.013277,2.475
0.0000,0.0000,340.2114,72.445,2940,0.017841,3.206
0.0000,0.0000,312.1798,65.599,3084,0.017701,2.896
0.0000,0.0000,340.2102,67.341,3183,0.020084,3.715
0.0000,0.0000,312.1774,61.259,3878,0.018184,2.420
0.0000,0.0000,337.2123,63.682,3984,0.016835,3.223
0.0000,0.0000,297.1585,60.329,4893,0.016602,3.131
0.0000,0.0000,326.1930,67.627,6907,0.017131,3.169
0.0000,0.0000,293.1835,57.233,8448,0.016482,2.830
0.0000,0.0000,326.1949,64.281,9307,0.017443,4.711
0.0000,0.0000,339.2059,72.729,15531,0.016692,3.361
0.0000,0.0000,339.2062,67.212,21595,0.016686,4.234
0.0000,0.0000,311.1742,61.761,22912,0.0158,3.039
0.0000,0.0000,325.1914,66.670,49428,0.014915,6.627
0.0000,0.0000,337.1869,71.448,300,0.028953,2.326
0.0000,0.0000,339.4273,71.003,431,0.018337,4.863
0.0000,0.0000,339.3107,66.164,435,0.016909,2.564
0.0000,0.0000,425.1240,72.895,459,0.021481,4.508
0.0000,0.0000,325.6849,64.099,506,0.01897,3.383
0.0000,0.0000,473.2932,95.589,531,0.019588,3.760
0.0000,0.0000,338.2097,63.033,580,0.026024,2.868
0.0000,0.0000,473.1768,80.670,616,0.025113,3.546
0.0000,0.0000,393.1794,76.777,641,0.019885,3.111
0.0000,0.0000,323.1740,65.673,648,0.021487,4.404
0.0000,0.0000,341.2120,64.653,717,0.025237,2.469
0.0000,0.0000,225.7981,23.672,819,0.014759,2.304
0.0000,0.0000,339.3112,71.222,884,0.01543,3.569
0.0000,0.0000,223.8031,23.478,893,0.016194,2.417
0.0000,0.0000,328.1861,63.373,898,0.020687,2.526
0.0000,0.0000,311.2747,61.871,924,0.014816,4.619
0.0000,0.0000,341.2106,71.538,978,0.024408,5.383
0.0000,0.0000,241.0773,35.736,992,0.015931,2.213
0.0000,0.0000,425.2615,77.722,1082,0.029341,2.899
0.0000,0.0000,309.1799,57.909,1119,0.01877,3.243
0.0000,0.0000,325.2920,67.718,1129,0.017008,3.091
0.0000,0.0000,353.2071,64.762,1141,0.027888,2.660
0.0000,0.0000,221.8025,23.321,1202,0.015243,2.241
0.0000,0.0000,313.1769,62.002,1250,0.023247,4.594
0.0000,0.0000,248.0869,37.028,1293,0.017221,1.879
0.0000,0.0000,325.4077,63.572,2082,0.015056,3.066
0.0000,0.0000,294.1887,56.734,2180,0.016498,2.329
0.0000,0.0000,327.1874,69.055,2205,0.018945,2.743
0.0000,0.0000,381.2375,70.232,2495,0.020598,2.862
0.0000,0.0000,265.1512,52.298,2616,0.018055,2.157
0.0000,0.0000,325.2915,63.457,2928,0.017326,3.330
0.0000,0.0000,312.1800,61.475,3834,0.018718,3.104
0.0000,0.0000,327.1930,63.303,3849,0.021438,4.098
0.0000,0.0000,340.2102,66.920,4130,0.016684,3.702
0.0000,0.0000,297.1600,60.039,4358,0.014643,3.696
0.0000,0.0000,340.2088,71.603,4868,0.015962,5.009
0.0000,0.0000,326.1932,69.021,5475,0.018607,3.231
0.0000,0.0000,337.2128,62.995,6263,0.018868,3.110
0.0000,0.0000,293.1851,56.702,14563,0.016172,2.428
0.0000,0.0000,339.2069,66.308,15392,0.017675,3.434
0.0000,0.0000,326.1953,63.504,15635,0.018106,3.640
0.0000,0.0000,339.2063,71.168,24240,0.016257,4.303
0.0000,0.0000,311.1747,61.775,27110,0.016069,5.187
0.0000,0.0000,325.1911,67.764,34956,0.015625,3.811
0.0000,0.0000,325.1924,63.693,64562,0.016316,3.728
0.0000,0.0000,393.1781,79.567,262,0.02171,1.726
0.0000,0.0000,337.1868,69.102,306,0.021799,2.268
0.0000,0.0000,393.1842,76.317,322,0.022243,2.281
0.0000,0.0000,323.1841,61.671,386,0.024202,2.487
0.0000,0.0000,323.1764,67.249,431,0.019166,3.329
0.0000,0.0000,325.6857,63.691,471,0.014785,2.855
0.0000,0.0000,425.2654,78.729,480,0.036786,2.750
0.0000,0.0000,473.1798,80.725,507,0.028564,2.491
0.0000,0.0000,473.2845,95.798,513,0.028751,3.310
0.0000,0.0000,383.1528,76.265,528,0.019793,3.984
0.0000,0.0000,339.3087,67.106,564,0.016549,4.234
0.0000,0.0000,353.2075,65.307,574,0.023314,2.981
0.0000,0.0000,311.3855,61.479,579,0.015906,2.754
0.0000,0.0000,328.1893,64.624,616,0.02117,2.429
0.0000,0.0000,339.3120,71.166,619,0.01807,3.878
0.0000,0.0000,298.1600,60.333,647,0.02223,3.131
0.0000,0.0000,312.7362,33.994,699,0.018258,1.986
0.0000,0.0000,341.2009,67.030,826,0.023557,3.320
0.0000,0.0000,397.2353,73.009,973,0.026995,3.121
0.0000,0.0000,309.1783,58.670,980,0.019762,3.168
0.0000,0.0000,338.2135,63.406,998,0.019632,2.340
0.0000,0.0000,241.0812,36.912,1013,0.012477,2.224
0.0000,0.0000,311.2746,61.797,1039,0.016786,4.552
0.0000,0.0000,221.8042,24.055,1091,0.014943,1.906
0.0000,0.0000,341.2066,70.908,1105,0.024177,3.709
0.0000,0.0000,294.1875,57.205,1114,0.018999,2.342
0.0000,0.0000,225.8015,23.962,1117,0.012577,1.823
0.0000,0.0000,223.7991,23.877,1299,0.016116,2.058
0.0000,0.0000,313.1773,61.879,1792,0.01972,4.370
0.0000,0.0000,325.2913,67.591,1797,0.016442,3.701
0.0000,0.0000,325.4071,63.795,1914,0.014865,3.528
0.0000,0.0000,327.1878,68.195,2287,0.019236,3.677
0.0000,0.0000,325.2921,63.952,2604,0.0165,6.294
0.0000,0.0000,248.0850,37.224,2643,0.015253,2.049
0.0000,0.0000,381.2365,70.323,2872,0.019046,2.987
0.0000,0.0000,327.1916,63.703,2995,0.020697,2.811
0.0000,0.0000,265.1521,52.679,3505,0.014181,2.330
0.0000,0.0000,340.2087,72.067,3645,0.018813,4.185
0.0000,0.0000,297.1581,60.260,4412,0.016944,3.316
0.0000,0.0000,337.2118,63.046,5140,0.018144,2.769
0.0000,0.0000,312.1783,61.650,5185,0.017778,5.402
0.0000,0.0000,340.2088,66.610,5340,0.016581,3.341
0.0000,0.0000,293.1847,56.829,10821,0.018531,2.319
0.0000,0.0000,326.1950,64.188,14509,0.017102,3.188
0.0000,0.0000,339.2055,66.955,20077,0.016813,4.063
0.0000,0.0000,339.2069,71.869,21383,0.016388,4.056
0.0000,0.0000,311.1754,61.647,27626,0.01628,5.559
0.0000,0.0000,325.1924,63.904,60648,0.015694,6.597
0.0000,0.0000,659.3561,134.281,318,0.028891,1.899
0.0000,0.0000,321.2133,62.824,429,0.027797,2.092
0.0000,0.0000,339.3092,67.041,513,0.01602,2.758
0.0000,0.0000,393.1744,76.977,518,0.021215,2.897
0.0000,0.0000,307.2051,59.127,528,0.024739,2.707
0.0000,0.0000,339.4260,71.910,531,0.014954,3.355
0.0000,0.0000,382.2420,71.151,546,0.024935,2.616
0.0000,0.0000,325.3515,63.812,613,0.014347,3.070
0.0000,0.0000,328.1915,63.830,679,0.022899,2.519
0.0000,0.0000,311.3857,62.252,693,0.016749,3.472
0.0000,0.0000,325.6849,64.222,713,0.015368,5.423
0.0000,0.0000,241.0754,36.418,743,0.01826,2.459
0.0000,0.0000,221.8053,23.999,784,0.017037,2.691
0.0000,0.0000,248.5902,37.244,832,0.017724,2.143
0.0000,0.0000,425.2700,77.606,848,0.0287,3.564
0.0000,0.0000,337.1931,69.863,851,0.017079,3.540
0.0000,0.0000,441.2631,79.448,866,0.024825,2.400
0.0000,0.0000,338.2166,63.219,901,0.021034,2.390
0.0000,0.0000,339.3111,71.853,934,0.015489,3.390
0.0000,0.0000,325.4070,69.035,959,0.015042,3.405
0.0000,0.0000,295.1866,57.274,1051,0.02047,1.998
0.0000,0.0000,341.2079,71.506,1056,0.02236,4.662
0.0000,0.0000,397.2301,72.237,1106,0.021922,2.895
0.0000,0.0000,223.8011,24.182,1140,0.014593,2.072
0.0000,0.0000,311.2742,62.362,1214,0.01559,4.290
0.0000,0.0000,341.2086,66.949,1365,0.022015,3.242
0.0000,0.0000,353.2036,65.063,1382,0.022621,2.455
0.0000,0.0000,325.2937,69.180,1606,0.017876,3.401
0.0000,0.0000,313.1757,61.963,1662,0.020364,3.120
0.0000,0.0000,309.1803,58.487,1676,0.018584,2.794
0.0000,0.0000,248.0842,37.602,1948,0.014819,2.550
0.0000,0.0000,327.1876,68.537,2187,0.019382,4.503
0.0000,0.0000,381.2377,70.688,2565,0.01846,2.715
0.0000,0.0000,325.4063,63.919,2625,0.015281,3.693
0.0000,0.0000,294.1859,57.086,2721,0.017802,2.584
0.0000,0.0000,265.1539,52.908,2730,0.016033,2.592
0.0000,0.0000,340.2087,66.836,3363,0.021078,3.494
0.0000,0.0000,325.2904,64.005,3982,0.016903,3.320
0.0000,0.0000,297.1590,60.769,4147,0.019863,3.376
0.0000,0.0000,340.2084,71.911,4329,0.019588,4.337
0.0000,0.0000,312.1781,62.471,4571,0.017585,3.584
0.0000,0.0000,327.1881,63.884,5198,0.017962,3.064
0.0000,0.0000,337.2116,63.427,5973,0.015038,2.563
0.0000,0.0000,326.1956,68.723,7830,0.017813,3.293
0.0000,0.0000,293.1842,57.091,13954,0.017622,2.483
0.0000,0.0000,326.1921,64.255,16261,0.018181,3.261
0.0000,0.0000,339.2065,66.945,17350,0.017068,3.874
0.0000,0.0000,339.2071,71.870,26476,0.015308,4.074
0.0000,0.0000,311.1757,62.270,31803,0.015768,4.979
0.0000,0.0000,325.1917,68.953,40944,0.016605,3.851
0.0000,0.0000,325.1916,63.940,76249,0.016625,3.747
0.0000,0.0000,687.3817,138.493,320,0.02862,3.878
0.0000,0.0000,325.6878,63.918,367,0.018314,3.041
0.0000,0.0000,323.1794,66.874,367,0.017479,4.175
0.0000,0.0000,325.6837,67.731,431,0.015636,2.421
0.0000,0.0000,425.1178,72.273,433,0.024074,3.423
0.0000,0.0000,342.2085,68.295,453,0.024329,3.418
0.0000,0.0000,393.1826,76.414,460,0.021932,3.354
0.0000,0.0000,523.3370,96.340,462,0.031988,3.471
0.0000,0.0000,382.2391,70.194,463,0.021565,3.785
0.0000,0.0000,353.2218,67.819,515,0.017667,1.852
0.0000,0.0000,307.1982,58.961,517,0.023211,2.884
0.0000,0.0000,473.2932,95.656,559,0.019317,2.258
0.0000,0.0000,421.2222,79.480,619,0.024012,2.395
0.0000,0.0000,441.2550,79.436,623,0.026115,3.001
0.0000,0.0000,341.2014,71.072,652,0.026765,4.021
0.0000,0.0000,341.2056,67.066,653,0.025402,3.907
0.0000,0.0000,338.2117,62.697,654,0.022519,3.589
0.0000,0.0000,298.1628,60.881,667,0.020738,2.631
0.0000,0.0000,339.3109,72.083,682,0.016091,3.302
0.0000,0.0000,425.2636,77.300,756,0.023834,3.259
0.0000,0.0000,295.1850,56.469,765,0.023489,2.529
0.0000,0.0000,353.2015,65.331,780,0.032058,3.644
0.0000,0.0000,225.7972,23.876,782,0.015079,2.101
0.0000,0.0000,337.1897,71.246,795,0.018506,3.363
0.0000,0.0000,397.2312,72.210,805,0.02603,3.069
0.0000,0.0000,328.1921,64.305,818,0.023117,3.476
0.0000,0.0000,339.3129,66.989,820,0.015188,2.857
0.0000,0.0000,311.2740,61.495,949,0.015123,3.694
