Xpos,Ypos,m_z,mobility,inten,msFWHM,mobilityFWHM
0.0000,0.0000,214.8384,23.262,842,0.014977,2.115
0.0000,0.0000,212.8397,23.320,851,0.012648,2.145
0.0000,0.0000,397.7153,41.685,901,0.01991,2.506
0.0000,0.0000,418.7122,43.770,902,0.019322,1.835
0.0000,0.0000,338.7708,38.199,925,0.020891,2.292
0.0000,0.0000,297.1574,60.273,949,0.020819,2.255
0.0000,0.0000,217.0328,27.018,962,0.011648,1.860
0.0000,0.0000,197.8591,23.662,978,0.014117,2.187
0.0000,0.0000,411.1062,70.131,985,0.022809,3.120
0.0000,0.0000,340.2086,67.294,992,0.020886,2.942
0.0000,0.0000,223.8008,23.210,1000,0.014469,1.906
0.0000,0.0000,312.1791,62.786,1047,0.020152,3.531
0.0000,0.0000,234.8256,28.777,1069,0.016712,2.069
0.0000,0.0000,326.1927,69.402,1149,0.021076,2.341
0.0000,0.0000,99.9282,25.292,1151,0.010144,5.029
0.0000,0.0000,314.7914,35.424,1188,0.02341,2.141
0.0000,0.0000,265.1517,52.300,1240,0.020316,2.355
0.0000,0.0000,340.2095,71.428,1362,0.018353,3.422
0.0000,0.0000,337.2108,63.033,1376,0.019755,2.350
0.0000,0.0000,318.7890,35.307,1548,0.019562,2.186
0.0000,0.0000,216.9405,27.116,1563,0.012804,1.818
0.0000,0.0000,417.7180,44.030,1608,0.023515,2.093
0.0000,0.0000,400.7122,41.249,1665,0.022367,1.870
0.0000,0.0000,425.1221,73.435,1817,0.024579,2.130
0.0000,0.0000,299.7808,32.246,2043,0.018655,2.181
0.0000,0.0000,134.8983,20.166,2052,0.0095467,2.144
0.0000,0.0000,116.9311,20.197,2184,0.0096574,4.491
0.0000,0.0000,218.8570,27.103,2299,0.014528,2.416
0.0000,0.0000,214.8635,27.045,2959,0.015256,2.191
0.0000,0.0000,326.1934,63.608,3353,0.018541,2.608
0.0000,0.0000,416.7147,44.095,3720,0.022674,2.146
0.0000,0.0000,399.7088,41.447,3821,0.017175,2.331
0.0000,0.0000,200.8588,23.717,3857,0.015882,2.468
0.0000,0.0000,317.7871,35.411,4189,0.018131,2.378
0.0000,0.0000,339.2066,65.414,4417,0.017685,4.448
0.0000,0.0000,339.2058,71.364,4580,0.01758,4.968
0.0000,0.0000,293.1873,56.934,5338,0.01733,2.229
0.0000,0.0000,217.8580,27.109,6997,0.014391,2.044
0.0000,0.0000,311.1746,62.042,7388,0.016493,2.838
0.0000,0.0000,199.8556,23.626,12242,0.013307,2.441
0.0000,0.0000,316.7855,35.211,14967,0.016718,2.153
0.0000,0.0000,325.1896,64.120,16859,0.018386,6.037
0.0000,0.0000,216.8590,27.069,37603,0.012345,2.052
0.0000,0.0000,325.2892,68.768,270,0.018074,2.724
0.0000,0.0000,426.1246,74.872,298,0.03108,3.019
0.0000,0.0000,341.2109,71.740,360,0.021534,4.246
0.0000,0.0000,426.1232,71.939,381,0.028026,3.197
0.0000,0.0000,327.1869,70.811,405,0.025457,2.043
0.0000,0.0000,398.7184,42.298,406,0.031705,2.512
0.0000,0.0000,439.1247,80.513,415,0.034111,3.684
0.0000,0.0000,412.1005,70.817,479,0.026729,2.628
0.0000,0.0000,201.8562,23.532,484,0.017599,2.517
0.0000,0.0000,418.7147,44.575,490,0.029545,2.125
0.0000,0.0000,473.2889,95.780,554,0.030224,2.848
0.0000,0.0000,325.2952,64.805,589,0.018912,2.980
0.0000,0.0000,197.8596,23.738,659,0.014859,2.185
0.0000,0.0000,300.7853,32.640,683,0.020727,2.176
0.0000,0.0000,454.6681,49.212,711,0.021868,2.622
0.0000,0.0000,313.1744,62.019,724,0.020772,1.874
0.0000,0.0000,294.8405,35.247,757,0.018849,1.859
0.0000,0.0000,439.6923,46.845,771,0.019096,1.882
0.0000,0.0000,297.1575,61.530,879,0.021418,2.875
0.0000,0.0000,327.1892,64.161,885,0.02026,5.029
0.0000,0.0000,397.7118,41.089,899,0.023694,1.814
0.0000,0.0000,401.7158,41.255,920,0.0175,2.388
0.0000,0.0000,438.6947,47.239,925,0.026595,2.330
0.0000,0.0000,217.0363,27.339,1044,0.013399,1.945
0.0000,0.0000,411.1008,71.292,1105,0.022964,2.503
0.0000,0.0000,340.2081,71.406,1110,0.016782,3.549
0.0000,0.0000,337.2115,63.805,1123,0.018769,2.882
0.0000,0.0000,417.7136,44.351,1130,0.020526,2.255
0.0000,0.0000,312.1815,63.352,1211,0.018451,4.641
0.0000,0.0000,134.8987,20.699,1515,0.01085,2.448
0.0000,0.0000,318.7845,35.534,1756,0.01797,2.348
0.0000,0.0000,216.9428,27.322,1829,0.012474,1.918
0.0000,0.0000,400.7100,41.268,1868,0.020469,2.402
0.0000,0.0000,265.1522,52.909,1895,0.013573,1.966
0.0000,0.0000,425.1219,74.718,1938,0.021169,2.873
0.0000,0.0000,314.7935,35.306,2059,0.018554,2.384
0.0000,0.0000,200.8575,24.049,2520,0.017042,2.652
0.0000,0.0000,218.8606,27.618,2533,0.015144,2.250
0.0000,0.0000,99.9269,24.287,2587,0.0098435,3.507
0.0000,0.0000,299.7838,32.556,2729,0.017305,2.157
0.0000,0.0000,116.9312,21.118,2866,0.0089221,3.538
0.0000,0.0000,214.8643,27.239,3172,0.013478,2.145
0.0000,0.0000,399.7105,41.645,3239,0.021966,2.240
0.0000,0.0000,416.7141,44.253,3675,0.018074,2.336
0.0000,0.0000,326.1933,64.045,3747,0.018739,3.627
0.0000,0.0000,317.7875,35.429,4326,0.017188,2.197
0.0000,0.0000,339.2072,70.232,4558,0.019432,4.300
0.0000,0.0000,293.1871,57.032,4791,0.015682,2.460
0.0000,0.0000,311.1755,61.858,9049,0.016609,4.937
0.0000,0.0000,217.8603,27.271,10382,0.01364,2.063
0.0000,0.0000,199.8554,23.802,11514,0.013043,2.224
0.0000,0.0000,325.1897,68.708,11944,0.017347,3.809
0.0000,0.0000,316.7870,35.439,13844,0.017044,2.218
0.0000,0.0000,325.1915,63.975,14811,0.016929,3.706
0.0000,0.0000,216.8607,27.284,35934,0.014478,2.183
0.0000,0.0000,341.2044,66.519,395,0.02206,2.538
0.0000,0.0000,341.2035,72.654,396,0.02109,1.962
0.0000,0.0000,309.1782,58.655,440,0.025916,3.109
0.0000,0.0000,554.5893,56.776,498,0.02782,2.685
0.0000,0.0000,401.7102,41.881,540,0.02597,2.547
0.0000,0.0000,426.1147,73.733,570,0.02835,3.848
0.0000,0.0000,338.7734,39.518,615,0.02337,2.227
0.0000,0.0000,340.2121,73.059,687,0.021323,4.118
0.0000,0.0000,265.1558,53.094,708,0.019788,2.806
0.0000,0.0000,234.8239,29.070,708,0.017346,2.144
0.0000,0.0000,411.1044,70.948,754,0.024364,2.805
0.0000,0.0000,297.1588,61.541,760,0.024213,4.262
0.0000,0.0000,454.6657,49.281,777,0.022934,3.138
0.0000,0.0000,327.1910,64.441,783,0.025131,2.551
0.0000,0.0000,439.1309,78.710,793,0.023949,2.997
0.0000,0.0000,217.0334,27.540,808,0.012781,2.014
0.0000,0.0000,294.1884,57.141,862,0.0197,2.654
0.0000,0.0000,417.7123,44.386,878,0.023217,2.277
0.0000,0.0000,223.8047,23.933,887,0.015261,1.908
0.0000,0.0000,340.2130,67.207,891,0.021703,3.673
0.0000,0.0000,300.7846,33.082,950,0.018316,2.709
0.0000,0.0000,397.7129,41.793,986,0.01995,1.996
0.0000,0.0000,312.1794,61.715,1063,0.019496,3.158
0.0000,0.0000,337.2105,63.861,1117,0.024773,2.063
0.0000,0.0000,201.8559,24.239,1201,0.015471,2.242
0.0000,0.0000,197.8624,24.135,1205,0.012411,1.880
0.0000,0.0000,99.9267,22.377,1229,0.0083547,2.560
0.0000,0.0000,216.9410,27.598,1451,0.013489,2.042
0.0000,0.0000,425.1195,73.679,1532,0.025475,5.219
0.0000,0.0000,318.7867,35.461,1558,0.019256,2.327
0.0000,0.0000,314.7904,35.574,1654,0.018258,2.326
0.0000,0.0000,99.9266,26.462,1661,0.0086618,5.158
0.0000,0.0000,400.7129,41.671,1987,0.021244,2.259
0.0000,0.0000,214.8660,27.410,2054,0.017456,2.397
0.0000,0.0000,299.7850,32.932,2242,0.017174,1.938
0.0000,0.0000,116.9308,21.041,2245,0.00986,4.125
0.0000,0.0000,218.8570,27.551,2359,0.01507,2.292
0.0000,0.0000,134.8979,20.810,2606,0.010264,1.999
0.0000,0.0000,399.7097,41.787,3409,0.023185,2.097
0.0000,0.0000,416.7142,44.722,3504,0.020766,2.353
0.0000,0.0000,200.8595,24.282,3562,0.013793,2.362
0.0000,0.0000,326.1917,64.324,3788,0.018896,3.355
0.0000,0.0000,293.1860,57.265,3987,0.017433,2.608
0.0000,0.0000,339.2064,67.143,4234,0.019296,3.937
0.0000,0.0000,317.7865,35.787,4739,0.018701,2.272
0.0000,0.0000,339.2074,72.065,6295,0.01572,4.382
0.0000,0.0000,217.8592,27.611,6309,0.014666,2.292
0.0000,0.0000,311.1740,62.786,6890,0.015964,4.995
0.0000,0.0000,325.1933,69.242,9066,0.01784,3.316
0.0000,0.0000,199.8558,24.057,12958,0.013932,2.286
0.0000,0.0000,316.7859,35.629,13705,0.016551,2.226
0.0000,0.0000,325.1892,64.363,17130,0.018506,2.963
0.0000,0.0000,216.8588,27.588,38359,0.011941,2.249
0.0000,0.0000,439.1581,75.062,196,0.0178,2.304
0.0000,0.0000,525.0463,82.834,324,0.03001,3.437
0.0000,0.0000,294.1797,56.478,383,0.028631,2.018
0.0000,0.0000,327.1881,63.055,386,0.021057,2.595
0.0000,0.0000,313.1748,60.707,392,0.030985,2.018
0.0000,0.0000,426.1215,74.697,395,0.024475,3.175
0.0000,0.0000,381.2358,70.060,478,0.020605,3.618
0.0000,0.0000,438.6963,46.683,524,0.029095,1.776
0.0000,0.0000,418.7156,43.790,600,0.018293,2.685
0.0000,0.0000,338.7705,38.609,621,0.025939,2.206
0.0000,0.0000,439.1328,79.249,638,0.030011,3.843
0.0000,0.0000,454.6740,48.635,651,0.028704,2.467
0.0000,0.0000,197.8580,23.940,673,0.015154,2.343
0.0000,0.0000,401.7081,41.112,704,0.025058,1.950
0.0000,0.0000,337.2128,62.804,746,0.021439,2.401
0.0000,0.0000,201.8544,23.671,796,0.017011,2.577
0.0000,0.0000,327.1914,67.952,803,0.021991,3.108
0.0000,0.0000,397.7188,40.778,937,0.02,2.293
0.0000,0.0000,217.0348,26.878,961,0.013172,1.785
0.0000,0.0000,297.1585,60.665,985,0.016883,3.405
0.0000,0.0000,340.2139,70.600,998,0.020259,2.680
0.0000,0.0000,234.8257,28.847,1032,0.013362,2.480
0.0000,0.0000,411.1032,69.970,1042,0.02124,3.500
0.0000,0.0000,136.8950,20.032,1080,0.012012,1.798
0.0000,0.0000,265.1528,52.311,1103,0.014087,2.276
0.0000,0.0000,318.7867,35.070,1408,0.022262,1.908
0.0000,0.0000,417.7134,43.844,1551,0.019898,2.504
0.0000,0.0000,314.7910,34.760,1706,0.016639,2.124
0.0000,0.0000,312.1786,61.695,1772,0.021838,2.703
0.0000,0.0000,216.9419,26.886,1786,0.012317,1.796
0.0000,0.0000,99.9300,23.417,1848,0.010123,6.691
0.0000,0.0000,425.1179,74.007,1878,0.025266,4.670
0.0000,0.0000,400.7074,41.049,1885,0.020521,2.112
0.0000,0.0000,326.1933,67.955,2005,0.020027,3.140
0.0000,0.0000,134.8970,20.166,2122,0.012884,2.234
0.0000,0.0000,326.1960,63.276,2212,0.022469,3.702
0.0000,0.0000,299.7846,32.326,2319,0.017672,2.253
0.0000,0.0000,200.8571,23.595,2435,0.017096,2.988
0.0000,0.0000,116.9310,20.428,2626,0.0095752,3.826
0.0000,0.0000,218.8589,26.916,2800,0.015145,2.097
0.0000,0.0000,293.1835,56.760,2871,0.02019,2.491
0.0000,0.0000,416.7121,44.008,3075,0.018601,2.287
0.0000,0.0000,339.2080,70.323,3758,0.018496,3.757
0.0000,0.0000,399.7115,41.062,3817,0.019655,2.060
0.0000,0.0000,317.7855,34.958,4064,0.018536,1.955
0.0000,0.0000,214.8634,26.662,4069,0.013074,2.194
0.0000,0.0000,339.2064,66.582,4721,0.017666,3.124
0.0000,0.0000,311.1766,61.373,7750,0.017973,2.870
0.0000,0.0000,217.8587,26.934,8874,0.012818,2.050
0.0000,0.0000,199.8546,23.434,9140,0.013948,2.495
0.0000,0.0000,325.1921,68.052,11840,0.01804,3.249
0.0000,0.0000,316.7869,34.955,13612,0.017988,1.930
0.0000,0.0000,325.1924,63.073,13628,0.017872,3.576
0.0000,0.0000,216.8594,26.899,39229,0.013324,2.023
0.0000,0.0000,412.1014,69.937,323,0.028809,2.642
0.0000,0.0000,554.6039,56.852,373,0.035458,2.717
0.0000,0.0000,426.1281,74.266,433,0.032711,3.142
0.0000,0.0000,325.2924,63.978,521,0.016195,2.782
0.0000,0.0000,340.2070,65.808,565,0.022707,2.539
0.0000,0.0000,538.6229,55.041,621,0.029251,2.774
0.0000,0.0000,397.7152,41.548,663,0.028018,2.240
0.0000,0.0000,418.7120,44.315,675,0.019469,2.442
0.0000,0.0000,99.9295,28.354,721,0.010383,2.307
0.0000,0.0000,338.7710,38.792,743,0.018098,2.514
0.0000,0.0000,411.0980,70.277,746,0.022889,3.611
0.0000,0.0000,300.7800,32.641,760,0.017194,2.457
0.0000,0.0000,201.8544,23.612,833,0.014698,2.380
0.0000,0.0000,337.2106,63.317,856,0.019491,3.093
0.0000,0.0000,297.1573,61.104,860,0.01942,3.710
0.0000,0.0000,454.6716,48.439,886,0.022893,2.500
0.0000,0.0000,340.2096,72.007,938,0.020928,4.522
0.0000,0.0000,439.1358,77.278,979,0.023393,4.313
0.0000,0.0000,223.8008,23.831,1003,0.014439,1.946
0.0000,0.0000,327.1882,64.143,1022,0.021692,2.658
0.0000,0.0000,417.7141,44.067,1081,0.018972,1.930
0.0000,0.0000,400.7102,41.460,1136,0.023385,2.222
0.0000,0.0000,312.1770,64.275,1267,0.017934,4.270
0.0000,0.0000,134.8961,20.152,1279,0.01322,2.350
0.0000,0.0000,216.9412,27.216,1285,0.013176,2.082
0.0000,0.0000,314.7907,35.453,1310,0.0199,2.116
0.0000,0.0000,234.8253,28.995,1453,0.014697,1.862
0.0000,0.0000,99.9279,24.299,1508,0.0095521,4.620
0.0000,0.0000,197.8617,23.804,1508,0.013802,2.510
0.0000,0.0000,265.1513,52.305,1541,0.015663,2.327
0.0000,0.0000,318.7853,35.525,1738,0.019135,2.119
0.0000,0.0000,218.8572,27.138,1788,0.014821,2.237
0.0000,0.0000,425.1169,72.806,1925,0.023363,3.973
0.0000,0.0000,299.7808,32.586,2073,0.016796,2.255
0.0000,0.0000,116.9309,20.464,2183,0.0096363,3.829
0.0000,0.0000,214.8631,27.202,2405,0.015386,2.214
0.0000,0.0000,416.7146,44.011,2608,0.022917,2.035
0.0000,0.0000,326.1922,63.819,3614,0.018071,4.348
0.0000,0.0000,293.1849,57.164,3684,0.018027,2.215
0.0000,0.0000,399.7092,41.731,3967,0.023138,2.266
0.0000,0.0000,339.2068,66.228,4247,0.017699,3.773
0.0000,0.0000,200.8570,23.952,4532,0.0136,2.074
0.0000,0.0000,311.1760,64.580,5090,0.017815,3.901
0.0000,0.0000,317.7876,35.339,5254,0.015458,2.167
0.0000,0.0000,339.2058,72.214,6189,0.016813,3.805
0.0000,0.0000,217.8585,27.276,7743,0.01443,2.316
0.0000,0.0000,325.1922,68.563,7943,0.017314,3.365
0.0000,0.0000,199.8552,23.770,13791,0.012787,2.170
0.0000,0.0000,316.7885,35.277,15620,0.016363,2.100
0.0000,0.0000,325.1909,64.272,16797,0.0172,4.057
0.0000,0.0000,216.8584,27.203,36654,0.012327,2.306
0.0000,0.0000,525.0435,83.791,434,0.029714,2.712
0.0000,0.0000,473.2883,96.358,461,0.029872,2.615
0.0000,0.0000,454.6631,48.998,474,0.039474,3.210
0.0000,0.0000,439.1394,79.570,508,0.02887,2.039
0.0000,0.0000,338.7663,38.978,555,0.026737,1.814
0.0000,0.0000,309.1819,58.866,580,0.021126,2.892
0.0000,0.0000,426.1282,73.183,613,0.028677,1.951
0.0000,0.0000,315.7941,35.761,645,0.015362,2.488
0.0000,0.0000,313.1707,62.113,657,0.024176,2.145
0.0000,0.0000,327.1885,63.792,666,0.022131,3.103
0.0000,0.0000,201.8581,24.473,700,0.012862,2.371
0.0000,0.0000,223.8016,24.450,742,0.015939,2.436
0.0000,0.0000,300.7849,32.526,775,0.019883,1.976
0.0000,0.0000,499.6380,51.712,776,0.0233,2.384
0.0000,0.0000,414.7131,44.569,812,0.020832,2.103
0.0000,0.0000,337.2132,63.794,824,0.021141,2.108
0.0000,0.0000,438.6975,47.162,834,0.026015,2.364
0.0000,0.0000,397.7169,41.738,872,0.024608,2.502
0.0000,0.0000,400.7110,41.909,875,0.022997,2.600
0.0000,0.0000,327.1895,69.199,883,0.021534,3.013
0.0000,0.0000,265.1525,53.313,887,0.017291,2.239
0.0000,0.0000,417.7105,44.263,1028,0.025052,2.372
0.0000,0.0000,340.2086,72.994,1039,0.020917,2.909
0.0000,0.0000,99.9293,27.678,1085,0.010243,4.247
0.0000,0.0000,411.1025,71.283,1095,0.020517,3.334
0.0000,0.0000,217.0334,27.372,1262,0.012829,1.974
0.0000,0.0000,340.2117,66.462,1264,0.020277,2.865
0.0000,0.0000,234.8251,29.216,1339,0.016035,2.089
0.0000,0.0000,197.8628,24.364,1406,0.012878,2.567
0.0000,0.0000,312.1781,62.649,1504,0.020428,3.930
0.0000,0.0000,297.1579,60.752,1532,0.018415,3.264
0.0000,0.0000,318.7861,35.591,1582,0.018635,2.128
0.0000,0.0000,99.9268,23.288,1646,0.0088438,3.293
0.0000,0.0000,314.7919,35.345,1731,0.020652,2.191
0.0000,0.0000,134.8981,20.740,1747,0.011891,2.446
0.0000,0.0000,425.1174,74.203,1868,0.024752,4.870
0.0000,0.0000,216.9417,27.378,2034,0.012657,1.994
0.0000,0.0000,299.7832,32.848,2176,0.018055,2.144
0.0000,0.0000,326.1954,64.130,2310,0.019414,3.403
0.0000,0.0000,326.1941,68.191,2538,0.019501,3.084
0.0000,0.0000,416.7140,44.541,2578,0.021254,2.406
0.0000,0.0000,116.9306,21.315,2590,0.0096849,3.661
0.0000,0.0000,214.8643,27.302,2919,0.015739,2.226
0.0000,0.0000,317.7861,35.618,3105,0.020855,2.424
0.0000,0.0000,200.8575,24.290,3209,0.014301,2.553
0.0000,0.0000,218.8587,27.382,3317,0.01378,2.131
0.0000,0.0000,293.1854,57.118,3754,0.016979,2.533
0.0000,0.0000,339.2067,71.502,3801,0.016718,3.144
0.0000,0.0000,399.7097,41.807,3816,0.019058,1.943
0.0000,0.0000,339.2066,67.750,4638,0.017168,3.960
0.0000,0.0000,311.1764,62.121,8460,0.018706,4.875
0.0000,0.0000,217.8587,27.602,8918,0.013176,2.242
0.0000,0.0000,199.8551,24.050,10124,0.014122,2.323
0.0000,0.0000,325.1919,68.814,11855,0.017329,3.032
0.0000,0.0000,316.7860,35.523,13134,0.016883,2.197
0.0000,0.0000,325.1924,64.219,15378,0.015854,3.530
0.0000,0.0000,216.8590,27.445,41051,0.013823,2.229
0.0000,0.0000,327.1981,67.523,303,0.031876,2.764
0.0000,0.0000,499.6378,51.564,384,0.030422,2.820
0.0000,0.0000,341.2022,72.558,389,0.024575,2.108
0.0000,0.0000,313.1802,64.876,390,0.024704,2.383
0.0000,0.0000,426.1235,72.887,480,0.024951,2.221
0.0000,0.0000,99.9258,34.013,494,0.009871,3.693
0.0000,0.0000,439.1310,79.520,500,0.024646,2.529
0.0000,0.0000,201.8547,23.360,533,0.017405,2.771
0.0000,0.0000,265.1548,52.452,544,0.018722,2.423
0.0000,0.0000,397.7126,41.796,558,0.020457,2.380
0.0000,0.0000,438.6970,46.558,620,0.024681,2.928
0.0000,0.0000,414.7212,43.805,637,0.024531,2.586
0.0000,0.0000,411.1024,71.591,664,0.023725,4.129
0.0000,0.0000,439.1365,75.923,670,0.025834,3.729
0.0000,0.0000,327.1849,63.401,685,0.028106,3.788
0.0000,0.0000,217.0350,27.349,704,0.014241,2.151
0.0000,0.0000,294.1880,56.908,723,0.018243,2.678
0.0000,0.0000,223.8027,23.789,727,0.01417,2.270
0.0000,0.0000,338.7668,39.208,747,0.021647,2.374
0.0000,0.0000,454.6715,48.796,783,0.022799,2.447
0.0000,0.0000,337.2098,64.008,856,0.021221,2.490
0.0000,0.0000,340.2097,66.259,882,0.017012,3.387
0.0000,0.0000,297.1593,60.139,926,0.022389,3.344
0.0000,0.0000,340.2096,71.449,966,0.019212,3.280
0.0000,0.0000,234.8249,29.028,995,0.01639,2.344
0.0000,0.0000,197.8601,24.014,1032,0.014289,1.936
0.0000,0.0000,312.1794,62.227,1162,0.021549,4.763
0.0000,0.0000,417.7143,43.883,1208,0.022082,2.554
0.0000,0.0000,400.7120,41.379,1235,0.019063,2.351
0.0000,0.0000,216.9415,27.257,1322,0.013114,2.172
0.0000,0.0000,314.7912,35.098,1608,0.014864,2.047
0.0000,0.0000,99.9270,24.727,1619,0.008533,5.629
0.0000,0.0000,318.7829,34.988,1638,0.021837,2.223
0.0000,0.0000,425.1198,73.988,1663,0.026487,5.355
0.0000,0.0000,299.7840,32.710,1748,0.020417,2.286
0.0000,0.0000,116.9307,20.841,2156,0.0090795,3.678
0.0000,0.0000,134.8979,20.416,2206,0.010525,2.411
0.0000,0.0000,399.7106,41.427,2571,0.021962,2.274
0.0000,0.0000,214.8648,27.310,2582,0.014778,2.316
0.0000,0.0000,218.8561,27.390,2710,0.013854,2.195
0.0000,0.0000,326.1938,63.519,3262,0.017842,5.202
0.0000,0.0000,200.8584,23.847,3361,0.01452,2.557
0.0000,0.0000,293.1839,56.709,3584,0.01789,2.538
0.0000,0.0000,317.7860,35.433,3812,0.017001,2.277
0.0000,0.0000,416.7153,44.260,3867,0.021122,2.382
0.0000,0.0000,339.2087,66.515,3958,0.017966,3.546
0.0000,0.0000,339.2056,71.864,5867,0.017483,3.854
0.0000,0.0000,311.1744,62.262,6364,0.01534,2.978
0.0000,0.0000,217.8588,27.316,6881,0.014254,2.321
0.0000,0.0000,199.8562,23.830,9432,0.013254,2.524
0.0000,0.0000,316.7853,35.274,14423,0.016053,2.429
0.0000,0.0000,325.1915,64.058,15317,0.016985,6.522
0.0000,0.0000,216.8590,27.266,33504,0.012784,2.341
0.0000,0.0000,411.0976,70.856,436,0.02776,3.047
0.0000,0.0000,341.2030,66.673,454,0.022583,3.605
0.0000,0.0000,439.1299,79.851,484,0.02484,2.337
0.0000,0.0000,439.1362,76.286,506,0.027187,2.790
0.0000,0.0000,327.1881,68.511,588,0.020532,3.625
0.0000,0.0000,223.8057,23.928,589,0.020136,2.051
0.0000,0.0000,426.1251,74.680,601,0.031101,4.072
0.0000,0.0000,525.0421,81.753,603,0.025077,2.145
0.0000,0.0000,300.7845,32.337,691,0.019633,2.540
0.0000,0.0000,201.8555,24.039,692,0.015718,3.150
0.0000,0.0000,397.7142,41.369,715,0.02037,2.087
0.0000,0.0000,401.7085,41.310,738,0.021474,1.792
0.0000,0.0000,297.1599,60.709,753,0.024494,2.886
0.0000,0.0000,340.2129,65.850,769,0.022332,2.608
0.0000,0.0000,234.8238,28.765,821,0.015799,2.127
0.0000,0.0000,197.8615,23.346,834,0.014954,2.064
0.0000,0.0000,337.2104,63.268,836,0.015996,3.181
0.0000,0.0000,338.7684,38.178,859,0.023676,2.173
0.0000,0.0000,327.1848,63.368,901,0.025382,2.720
0.0000,0.0000,340.2087,70.054,931,0.024731,2.848
0.0000,0.0000,438.6970,46.673,942,0.023042,2.281
0.0000,0.0000,265.1511,52.437,998,0.014687,2.332
0.0000,0.0000,217.0322,27.004,1200,0.012074,1.865
0.0000,0.0000,400.7097,41.022,1256,0.022079,1.884
0.0000,0.0000,417.7173,44.023,1329,0.021116,2.103
0.0000,0.0000,134.8967,20.146,1448,0.012566,2.286
0.0000,0.0000,318.7835,35.290,1624,0.019492,1.989
0.0000,0.0000,425.1180,73.663,1750,0.021375,4.363
0.0000,0.0000,216.9392,26.995,1776,0.013851,1.881
0.0000,0.0000,314.7898,35.367,1781,0.017213,2.227
0.0000,0.0000,99.9279,24.045,1896,0.0094553,5.547
0.0000,0.0000,312.1773,61.816,1928,0.014396,2.613
0.0000,0.0000,326.1955,67.547,2328,0.018235,3.746
0.0000,0.0000,116.9310,20.397,2339,0.0096608,4.181
0.0000,0.0000,416.7158,44.023,2481,0.01933,1.966
0.0000,0.0000,293.1846,56.636,2804,0.018056,2.458
0.0000,0.0000,317.7847,35.217,2961,0.018573,2.214
0.0000,0.0000,299.7825,32.243,3070,0.01667,2.253
0.0000,0.0000,399.7093,41.216,3114,0.020141,2.247
0.0000,0.0000,339.2078,66.752,3357,0.019112,7.368
0.0000,0.0000,200.8574,23.723,3420,0.013655,2.310
0.0000,0.0000,339.2052,70.894,3940,0.018661,3.206
0.0000,0.0000,218.8558,26.999,4101,0.014982,1.930
0.0000,0.0000,214.8618,27.094,4329,0.014247,1.872
0.0000,0.0000,311.1755,61.415,6693,0.017485,5.569
0.0000,0.0000,217.8575,27.010,9773,0.013931,1.915
0.0000,0.0000,199.8558,23.633,10731,0.013736,2.758
0.0000,0.0000,325.1915,68.227,11349,0.017389,3.299
0.0000,0.0000,325.1900,63.432,12477,0.017851,3.099
0.0000,0.0000,316.7860,35.087,13890,0.016237,2.080
0.0000,0.0000,216.8585,27.008,42172,0.012391,1.998
0.0000,0.0000,341.2105,71.828,312,0.024074,2.551
0.0000,0.0000,426.1171,72.527,487,0.025479,2.347
0.0000,0.0000,327.1884,69.600,530,0.021374,2.951
0.0000,0.0000,525.0461,81.648,545,0.0253,3.663
0.0000,0.0000,418.7051,43.877,623,0.021247,2.134
0.0000,0.0000,340.2070,67.237,629,0.021997,2.467
0.0000,0.0000,414.7171,44.085,668,0.019118,1.815
0.0000,0.0000,340.2088,70.385,672,0.019552,2.786
0.0000,0.0000,417.7120,44.017,739,0.029127,2.346
0.0000,0.0000,411.1019,70.596,757,0.024324,2.002
0.0000,0.0000,309.1850,58.340,810,0.017883,2.020
0.0000,0.0000,327.1919,64.315,813,0.022114,3.077
0.0000,0.0000,217.0340,27.310,835,0.013107,1.955
0.0000,0.0000,397.7149,41.305,939,0.016774,2.542
0.0000,0.0000,300.7851,32.247,955,0.01839,1.821
0.0000,0.0000,439.1324,78.922,963,0.03223,3.401
0.0000,0.0000,381.2380,70.648,1053,0.021274,2.079
0.0000,0.0000,234.8245,29.210,1080,0.015025,1.966
0.0000,0.0000,297.1624,61.107,1118,0.017735,4.153
0.0000,0.0000,197.8626,23.718,1125,0.015972,2.093
0.0000,0.0000,326.1968,68.514,1157,0.020018,4.320
0.0000,0.0000,337.2092,63.526,1161,0.020569,2.810
0.0000,0.0000,312.1791,63.687,1163,0.018964,5.427
0.0000,0.0000,201.8571,23.969,1173,0.013872,1.966
0.0000,0.0000,265.1538,52.654,1185,0.018961,2.227
0.0000,0.0000,454.6712,49.091,1280,0.018049,1.884
0.0000,0.0000,314.7913,35.442,1325,0.02114,2.091
0.0000,0.0000,116.9320,20.861,1355,0.011597,4.449
0.0000,0.0000,318.7829,35.777,1499,0.017275,2.075
0.0000,0.0000,216.9414,27.366,1630,0.012096,1.960
0.0000,0.0000,400.7074,41.471,1704,0.017391,2.303
0.0000,0.0000,299.7844,32.701,1920,0.020238,2.215
0.0000,0.0000,425.1200,73.043,1953,0.022852,4.964
0.0000,0.0000,134.8983,20.627,2401,0.010239,2.419
0.0000,0.0000,218.8590,27.611,2553,0.014033,2.292
0.0000,0.0000,326.1932,64.163,2677,0.020184,6.243
0.0000,0.0000,399.7064,41.758,2850,0.024166,2.185
0.0000,0.0000,99.9272,24.953,2863,0.0085789,3.823
