21.8	-3.1	11.32898	849.589	37
21.8	-3.1	13.0719	824.5855	22
21.8	-3.1	13.21714	824.5855	31
21.8	-3.1	14.52433	849.589	27
21.8	-3.1	14.96006	849.589	57
21.8	-3.1	15.54103	824.5855	52
21.8	-3.1	15.68628	824.5855	34
21.8	-3.1	15.83152	824.5855	47
21.8	-3.1	15.97676	824.5855	148
21.8	-3.1	15.97676	832.6115	51
21.8	-3.1	15.97676	849.589	30
21.8	-3.1	16.12201	824.5855	335
21.8	-3.1	16.12201	832.6115	58
21.8	-3.1	16.12201	849.589	41
21.8	-3.1	16.26725	824.5855	688
21.8	-3.1	16.26725	832.6115	214
21.8	-3.1	16.26725	849.589	42
21.8	-3.1	16.41249	824.5855	1721
21.8	-3.1	16.41249	832.6115	294
21.8	-3.1	16.41249	849.589	227
21.8	-3.1	16.55774	824.5855	1132
21.8	-3.1	16.55774	832.6115	486
21.8	-3.1	16.55774	849.589	201
21.8	-3.1	16.70298	824.5855	1360
21.8	-3.1	16.70298	832.6115	630
21.8	-3.1	16.70298	849.589	607
21.8	-3.1	16.84822	824.5855	1655
21.8	-3.1	16.84822	832.6115	1200
21.8	-3.1	16.84822	849.589	595
21.8	-3.1	16.99347	824.5855	1108
21.8	-3.1	16.99347	832.6115	805
21.8	-3.1	16.99347	849.589	325
21.8	-3.1	17.13871	824.5855	555
21.8	-3.1	17.13871	832.6115	680
21.8	-3.1	17.13871	849.589	642
21.8	-3.1	17.28395	824.5855	436
21.8	-3.1	17.28395	832.6115	606
21.8	-3.1	17.28395	849.589	252
21.8	-3.1	17.4292	824.5855	66
21.8	-3.1	17.4292	832.6115	243
21.8	-3.1	17.4292	849.589	222
21.8	-3.1	17.57444	824.5855	22
21.8	-3.1	17.57444	832.6115	78
21.8	-3.1	17.57444	849.589	38
21.8	-3.1	17.71968	849.589	33
21.8	-3.1	17.86492	824.5855	74
21.8	-3.1	17.86492	832.6115	42
21.8	-3.1	18.01017	832.6115	32
21.8	-3.1	18.73638	832.6115	49
21.8	-3.1	19.60784	849.589	35
21.8	-3.1	20.76979	824.5855	33
21.8	-3	12.92665	824.5855	46
21.8	-3	13.21714	824.5855	56
21.8	-3	13.36238	824.5855	33
21.8	-3	14.52433	832.6115	57
21.8	-3	14.66957	832.6115	18
21.8	-3	15.54103	849.589	18
21.8	-3	15.68628	849.589	37
21.8	-3	15.83152	832.6115	24
21.8	-3	15.97676	824.5855	46
21.8	-3	16.12201	824.5855	65
21.8	-3	16.26725	824.5855	530
21.8	-3	16.26725	832.6115	94
21.8	-3	16.26725	849.589	120
21.8	-3	16.41249	824.5855	458
21.8	-3	16.41249	832.6115	141
21.8	-3	16.41249	849.589	98
21.8	-3	16.55774	824.5855	614
21.8	-3	16.55774	832.6115	346
21.8	-3	16.55774	849.589	38
21.8	-3	16.70298	824.5855	1117
21.8	-3	16.70298	832.6115	324
21.8	-3	16.70298	849.589	337
21.8	-3	16.84822	824.5855	795
21.8	-3	16.84822	832.6115	398
21.8	-3	16.84822	849.589	351
21.8	-3	16.99347	824.5855	501
21.8	-3	16.99347	832.6115	308
21.8	-3	16.99347	849.589	406
21.8	-3	17.13871	824.5855	482
21.8	-3	17.13871	832.6115	324
21.8	-3	17.13871	849.589	366
21.8	-3	17.28395	824.5855	330
21.8	-3	17.28395	832.6115	213
21.8	-3	17.28395	849.589	202
21.8	-3	17.4292	832.6115	86
21.8	-3	17.4292	849.589	71
21.8	-3	17.57444	832.6115	24
21.8	-3	17.57444	849.589	37
21.8	-3	17.71968	832.6115	20
21.8	-3	18.30065	849.589	43
21.8	-2.9	12.20044	849.589	18
21.8	-2.9	12.34568	824.5855	17
21.8	-2.9	13.21714	832.6115	71
21.8	-2.9	14.52433	849.589	50
21.8	-2.9	15.1053	832.6115	34
21.8	-2.9	15.25055	824.5855	24
21.8	-2.9	15.97676	832.6115	35
21.8	-2.9	16.12201	824.5855	173
21.8	-2.9	16.26725	824.5855	333
21.8	-2.9	16.26725	832.6115	32
21.8	-2.9	16.26725	849.589	63
21.8	-2.9	16.41249	824.5855	378
21.8	-2.9	16.41249	832.6115	32
21.8	-2.9	16.41249	849.589	58
21.8	-2.9	16.55774	824.5855	522
21.8	-2.9	16.55774	832.6115	215
21.8	-2.9	16.55774	849.589	52
21.8	-2.9	16.70298	824.5855	886
21.8	-2.9	16.70298	832.6115	122
21.8	-2.9	16.70298	849.589	150
21.8	-2.9	16.84822	824.5855	864
21.8	-2.9	16.84822	832.6115	318
21.8	-2.9	16.84822	849.589	309
21.8	-2.9	16.99347	824.5855	313
21.8	-2.9	16.99347	832.6115	358
21.8	-2.9	16.99347	849.589	330
21.8	-2.9	17.13871	824.5855	171
21.8	-2.9	17.13871	832.6115	411
21.8	-2.9	17.13871	849.589	234
21.8	-2.9	17.28395	824.5855	94
21.8	-2.9	17.28395	832.6115	122
21.8	-2.9	17.28395	849.589	147
21.8	-2.9	17.4292	824.5855	91
21.8	-2.9	17.4292	832.6115	128
21.8	-2.9	17.4292	849.589	32
21.8	-2.9	18.01017	849.589	27
21.8	-2.9	19.17211	849.589	36
21.8	-2.8	5.664488	849.589	28
21.8	-2.8	5.809731	849.589	28
21.8	-2.8	5.954975	849.589	28
21.8	-2.8	6.100218	849.589	28
21.8	-2.8	6.245461	849.589	28
21.8	-2.8	6.390705	849.589	28
21.8	-2.8	6.535948	849.589	28
21.8	-2.8	6.681191	849.589	28
21.8	-2.8	6.826435	849.589	28
21.8	-2.8	6.971678	849.589	28
21.8	-2.8	7.116921	849.589	28
21.8	-2.8	7.262164	849.589	28
21.8	-2.8	7.407408	849.589	28
21.8	-2.8	7.552651	849.589	28
21.8	-2.8	11.90995	832.6115	40
21.8	-2.8	13.50763	849.589	17
21.8	-2.8	13.79811	832.6115	28
21.8	-2.8	13.94336	849.589	20
21.8	-2.8	14.0886	824.5855	34
21.8	-2.8	14.52433	824.5855	26
21.8	-2.8	15.83152	824.5855	22
21.8	-2.8	15.97676	824.5855	49
21.8	-2.8	16.12201	824.5855	227
21.8	-2.8	16.12201	832.6115	17
21.8	-2.8	16.26725	824.5855	368
21.8	-2.8	16.26725	832.6115	65
21.8	-2.8	16.26725	849.589	29
21.8	-2.8	16.41249	824.5855	450
21.8	-2.8	16.41249	832.6115	66
21.8	-2.8	16.41249	849.589	35
21.8	-2.8	16.55774	824.5855	842
21.8	-2.8	16.55774	832.6115	199
21.8	-2.8	16.55774	849.589	20
21.8	-2.8	16.70298	824.5855	995
21.8	-2.8	16.70298	832.6115	489
21.8	-2.8	16.70298	849.589	124
21.8	-2.8	16.84822	824.5855	703
21.8	-2.8	16.84822	832.6115	532
21.8	-2.8	16.84822	849.589	242
21.8	-2.8	16.99347	824.5855	555
21.8	-2.8	16.99347	832.6115	219
21.8	-2.8	16.99347	849.589	358
21.8	-2.8	17.13871	824.5855	446
21.8	-2.8	17.13871	832.6115	318
21.8	-2.8	17.13871	849.589	231
21.8	-2.8	17.28395	824.5855	205
21.8	-2.8	17.28395	832.6115	164
21.8	-2.8	17.28395	849.589	258
21.8	-2.8	17.4292	824.5855	55
21.8	-2.8	17.4292	832.6115	153
21.8	-2.8	17.4292	849.589	77
21.8	-2.8	17.57444	824.5855	29
21.8	-2.8	17.57444	832.6115	42
21.8	-2.8	17.57444	849.589	77
21.8	-2.8	18.59114	832.6115	47
21.8	-2.7	4.647785	832.6115	38
21.8	-2.7	4.793028	832.6115	38
21.8	-2.7	4.938272	832.6115	38
21.8	-2.7	5.083515	832.6115	38
21.8	-2.7	5.228758	832.6115	38
21.8	-2.7	5.374002	832.6115	38
21.8	-2.7	6.245461	849.589	52
21.8	-2.7	8.569354	832.6115	45
21.8	-2.7	13.21714	832.6115	39
21.8	-2.7	13.50763	849.589	65
21.8	-2.7	14.66957	824.5855	18
21.8	-2.7	15.25055	849.589	61
21.8	-2.7	15.83152	824.5855	25
21.8	-2.7	15.83152	849.589	18
21.8	-2.7	15.97676	824.5855	39
21.8	-2.7	15.97676	849.589	66
21.8	-2.7	16.12201	824.5855	159
21.8	-2.7	16.12201	849.589	30
21.8	-2.7	16.26725	824.5855	393
21.8	-2.7	16.26725	832.6115	45
21.8	-2.7	16.26725	849.589	71
21.8	-2.7	16.41249	824.5855	674
21.8	-2.7	16.41249	832.6115	103
21.8	-2.7	16.55774	824.5855	883
21.8	-2.7	16.55774	832.6115	237
21.8	-2.7	16.55774	849.589	106
21.8	-2.7	16.70298	824.5855	945
21.8	-2.7	16.70298	832.6115	370
21.8	-2.7	16.70298	849.589	221
